Id,Title,StaringActorId,ActorAgeGapId,AgeGapDefinition,Genres,NumberOfVotes,Rating,Success
1708,Nocturnal Animals,11456,3,40s,"Crime,Drama,Romance",191735,7.5,1
1709,Darkest Hour,12661,2,50s,"Biography,Drama,History",120086,7.4,1
1710,Stranger Things,5326847,6,teenager,"Drama,Fantasy,Horror",534884,8.9,1
1711,The Fate of the Furious,16911,3,40s,"Action,Crime,Thriller",170177,6.7,0
1712,Kingsman: The Golden Circle,5202821,5,20s,"Action,Adventure,Comedy",210779,6.8,0
1713,John Wick: Chapter 2,12669,2,50s,"Action,Crime,Thriller",250263,7.5,1
1714,The Promise,1400540,4,30s,"Drama,History",162981,6.1,0
1715,Split,527448,4,30s,"Horror,Thriller",296675,7.3,1
1716,Moonlight,932607,3,40s,Drama,209620,7.4,1
1717,"Three Billboards Outside Ebbing, Missouri",12994,2,50s,"Comedy,Crime,Drama",297408,8.2,1
1718,Get Out,2330770,5,20s,"Horror,Mystery,Thriller",346679,7.7,1
1719,Dangal,445837,2,50s,"Action,Biography,Drama",109434,8.5,1
1720,Ant-Man and the Wasp,706991,3,40s,"Action,Adventure,Comedy",156709,7.2,0
1721,Ocean's Eight,12576,2,50s,"Action,Comedy,Crime",107168,6.2,0
1722,Hidden Figures,372706,3,40s,"Biography,Drama,History",159883,7.8,1
1723,Jurassic World: Fallen Kingdom,666394,4,30s,"Action,Adventure,Sci-Fi",177331,6.2,0
1724,Mission: Impossible - Fallout,12592,2,50s,"Action,Adventure,Thriller",174117,7.9,1
1725,Lady Bird,1663711,5,20s,"Comedy,Drama",155528,7.5,1
1726,"I, Tonya",3027130,5,20s,"Biography,Comedy,Drama",119401,7.5,1
1727,The Shape of Water,1113096,3,40s,"Adventure,Drama,Fantasy",267030,7.4,1
1728,Wind River,2172724,5,20s,"Crime,Drama,Mystery",151711,7.7,1
1729,Life,351402,4,30s,"Horror,Sci-Fi,Thriller",168087,6.6,0
1730,Deadpool 2,17387,3,40s,"Action,Adventure,Comedy",307579,7.8,1
1731,Mindhunter,2698716,4,30s,"Crime,Drama,Thriller",103298,8.6,1
1732,Kimi no na wa.,1310437,5,20s,"Animation,Drama,Fantasy",114515,8.4,1
1733,La casa de papel,2299578,5,20s,"Action,Crime,Mystery",102624,8.6,1
1734,The Punisher,1418420,3,40s,"Action,Adventure,Crime",116898,8.6,1
1735,Call Me by Your Name,2369462,4,30s,"Drama,Romance",133378,7.9,1
1736,A Quiet Place,1464683,4,30s,"Drama,Horror,Mystery",234265,7.6,1
1737,Hereditary,11661,3,40s,"Drama,Horror,Mystery",106893,7.3,1
